id,title,type,release_year,runtime,genres,production_countries,imdb_score,imdb_votes,tmdb_popularity,tmdb_score
ts311887,New World,SHOW,2021-01-01,69,['reality'],['KR'],0.0,0.0,5.182,5.0
tm1066826,Diana: The Musical,MOVIE,2021-01-01,117,['drama'],['US'],4.3,1410.0,5.128,5.5
ts307981,Scaredy Cats,SHOW,2021-01-01,29,"['scifi', 'fantasy', 'comedy', 'family']",['US'],6.4,416.0,14.385,6.9
tm1259508,Double XL,MOVIE,2022-01-01,125,"['drama', 'comedy']",['IN'],4.6,4013.0,2.954,5.0
tm872496,Autumn Girl,MOVIE,2021-01-01,105,"['drama', 'romance']",['PL'],5.5,686.0,2.673,5.4
tm1102868,Nobody Sleeps in the Woods Tonight 2,MOVIE,2021-01-01,97,"['horror', 'thriller', 'comedy']",['PL'],3.8,4232.0,23.006,4.696
ts307925,On the Verge,SHOW,2021-01-01,32,"['comedy', 'drama']",['FR'],6.5,3337.0,7.383,5.091
ts223450,Move to Heaven,SHOW,2021-01-01,52,['drama'],['KR'],8.5,6982.0,20.197,7.936
tm1161601,Ben & Jody,MOVIE,2022-01-01,114,"['action', 'thriller', 'drama', 'fantasy']",['ID'],5.3,340.0,5.319,5.875
tm988736,Chris Rock Total Blackout: The Tamborine Extended Cut,MOVIE,2021-01-01,97,['comedy'],[],7.0,443.0,1.4,5.0
tm879685,The Perfect Family,MOVIE,2021-01-01,110,['comedy'],['ES'],5.4,2641.0,0.0,0.0
ts369640,Korea No.1,SHOW,2022-01-01,46,"['reality', 'comedy']",['KR'],7.4,138.0,3.518,5.9
tm1243687,Noise,MOVIE,2022-01-01,104,['drama'],"['AR', 'MX']",6.5,797.0,25.211,7.2
ts289757,Crime Stories: India Detectives,SHOW,2021-01-01,47,"['documentation', 'crime', 'thriller']",['IN'],7.1,1101.0,1.522,5.3
ts299485,A Tale Dark & Grimm,SHOW,2021-01-01,30,"['comedy', 'family', 'fantasy', 'animation', 'action']",['US'],7.3,1193.0,11.899,7.4
tm1255013,Aníkúlápó,MOVIE,2022-01-01,142,['drama'],['NG'],0.0,0.0,11.289,6.8
ts369109,Run for the Money,SHOW,2022-01-01,56,"['reality', 'action']",['JP'],7.2,228.0,5.973,5.5
tm1132176,Jimmy Carr: His Dark Material,MOVIE,2021-01-01,59,['comedy'],['GB'],7.1,5395.0,5.962,6.607
ts317329,Kakegurui Twin,SHOW,2022-01-01,27,"['drama', 'thriller', 'animation']",['JP'],6.6,639.0,29.78,7.5
tm993838,Long Story Short,MOVIE,2021-01-01,95,"['fantasy', 'comedy', 'romance']",['AU'],6.6,5810.0,15.714,6.9
tm721687,Vaashi,MOVIE,2022-01-01,123,"['drama', 'thriller']",['IN'],6.4,1991.0,3.406,5.8
ts317746,Café Minamdang,SHOW,2022-01-01,63,"['drama', 'comedy', 'thriller', 'crime']",['KR'],7.3,1134.0,10.275,7.115
tm851346,Residue,MOVIE,2022-01-01,90,['drama'],['US'],6.5,605.0,3.224,5.1
tm856634,Jagame Thandhiram,MOVIE,2021-01-01,158,"['comedy', 'crime', 'drama', 'thriller', 'action']","['GB', 'IN']",5.8,12047.0,7.958,6.1
ts317078,The Journalist,SHOW,2022-01-01,51,"['drama', 'thriller']",['JP'],7.1,752.0,6.944,7.6
tm1022893,Dynasty Warriors,MOVIE,2021-01-01,118,"['fantasy', 'action']","['CN', 'HK', 'JP', 'NZ']",4.7,2323.0,64.685,6.2
ts260502,Until Life Do Us Part,SHOW,2021-01-01,49,['drama'],['PT'],7.4,739.0,3.728,8.286
ts288005,"Nevertheless,",SHOW,2021-01-01,70,"['drama', 'romance']",['KR'],7.2,6366.0,29.856,7.4
tm1161223,Cat Burglar,MOVIE,2022-01-01,12,"['comedy', 'animation']","['GB', 'IE']",6.9,0.0,3.893,5.6
tm926580,A Family,MOVIE,2021-01-01,136,"['crime', 'drama']",['JP'],7.0,2703.0,10.051,7.2
tm1219505,Centauro,MOVIE,2022-01-01,89,['thriller'],['ES'],0.0,0.0,33.33,6.2
tm1023388,Madame Claude,MOVIE,2021-01-01,112,"['drama', 'crime', 'romance']",['FR'],5.4,3642.0,9.8,5.77
ts72196,Swap Shop,SHOW,2021-01-01,30,['reality'],['US'],6.7,394.0,2.672,6.4
tm1065788,Last Summer,MOVIE,2021-01-01,101,"['drama', 'romance']",['TR'],6.3,3121.0,9.371,5.8
tm1033803,Searching for Sheela,MOVIE,2021-01-01,58,"['documentation', 'crime']",['IN'],4.3,1428.0,7.695,5.9
ts254928,D.P.,SHOW,2021-01-01,50,"['drama', 'action']",['KR'],0.0,0.0,18.195,8.224
tm1216422,Sherdil,MOVIE,2022-01-01,120,"['comedy', 'drama']",['IN'],6.6,2724.0,2.799,8.0
tm1019865,Wild Dog,MOVIE,2021-01-01,122,"['thriller', 'action', 'crime']",['IN'],6.1,2382.0,6.184,5.5
tm1162608,40 Years Young,MOVIE,2022-01-01,81,['comedy'],['MX'],4.4,606.0,19.347,5.871
tm1203328,A Breath of Fresh Air,MOVIE,2022-01-01,90,"['comedy', 'drama']",['IT'],5.8,301.0,4.381,5.6
ts328181,Queer Eye: Brazil,SHOW,2022-01-01,48,['reality'],['BR'],7.2,183.0,3.115,4.75
tm1264330,Racionais MC's: From the Streets of São Paulo,MOVIE,2022-01-01,116,"['documentation', 'music']",['BR'],8.2,799.0,3.026,8.4
tm1210970,Gladbeck: The Hostage Crisis,MOVIE,2022-01-01,91,"['documentation', 'crime']",['DE'],7.5,2601.0,8.744,7.5
tm1130995,Jonas Brothers Family Roast,MOVIE,2021-01-01,68,['comedy'],['US'],5.2,1728.0,8.487,7.1
tm1108171,Edis Starlight,MOVIE,2021-01-01,74,"['music', 'documentation']",[],5.3,75.0,1.27,8.5
tm1215536,The Hall: Honoring the Greats of Stand-Up,MOVIE,2022-01-01,70,['comedy'],['US'],6.4,562.0,5.289,5.8
tm1173806,Night Drive,MOVIE,2022-01-01,118,"['drama', 'thriller']",['IN'],0.0,0.0,4.671,7.2
tm1263902,Franco Escamilla: Eavesdropping,MOVIE,2022-01-01,122,['comedy'],['MX'],6.7,148.0,56.458,8.6
ts359842,Instant Dream Home,SHOW,2022-01-01,43,['reality'],['US'],6.4,900.0,3.622,5.333
ts283610,Feels Like Ishq,SHOW,2021-01-01,42,"['comedy', 'drama', 'romance']",['IN'],6.5,1636.0,4.945,4.8
tm1121707,Dangerous Liaisons,MOVIE,2022-01-01,109,"['drama', 'romance']",['FR'],4.0,1713.0,16.372,5.9
tm371741,Si saben cómo me pongo ¿Pa' qué me invitan?,MOVIE,2022-01-01,89,['comedy'],['CO'],4.5,243.0,3.696,6.0
tm876608,Sounds Like Love,MOVIE,2021-01-01,110,"['comedy', 'music', 'romance', 'drama']",['ES'],5.4,2418.0,13.681,6.6
tm1119136,Game Changer,MOVIE,2021-01-01,102,"['comedy', 'crime', 'drama', 'romance', 'thriller']",['TH'],4.3,125.0,3.185,6.72
tm993670,Cosmic Sin,MOVIE,2021-01-01,88,"['action', 'scifi']",['US'],2.5,13975.0,39.831,4.2
tm1102151,Bright: Samurai Soul,MOVIE,2021-01-01,80,"['fantasy', 'animation', 'action', 'thriller']",['JP'],5.5,927.0,39.655,5.6
tm1042481,Riverdance: The Animated Adventure,MOVIE,2021-01-01,86,"['animation', 'fantasy', 'music', 'action', 'comedy', 'family']",['CA'],5.5,2106.0,38.934,5.8
tm1043655,One Lagos Night,MOVIE,2021-01-01,103,"['crime', 'comedy']",['NG'],6.7,19.0,2.283,2.0
tm988879,Tony Parker: The Final Shot,MOVIE,2021-01-01,98,"['documentation', 'sport']",['FR'],6.7,1504.0,7.432,7.2
tm1245672,Valley of a Thousand Hills,MOVIE,2022-01-01,98,['drama'],[],6.1,60.0,1.383,2.0
tm1068777,Bankrolled,MOVIE,2021-01-01,97,['comedy'],['MX'],4.1,330.0,5.907,5.759
ts320407,The Future Diary,SHOW,2021-01-01,34,"['reality', 'romance']",['JP'],7.1,151.0,4.466,5.6
tm859256,Red,MOVIE,2021-01-01,146,['thriller'],['IN'],0.0,0.0,4.204,7.6
tm863919,Extinct,MOVIE,2021-01-01,85,"['animation', 'comedy', 'family', 'action']","['US', 'CA', 'CN']",5.5,2957.0,38.686,6.5
tm1063034,The Wonderful: Stories from the Space Station,MOVIE,2021-01-01,129,['documentation'],['US'],0.0,0.0,2.681,7.0
tm1116774,Plaza Catedral,MOVIE,2022-01-01,94,"['drama', 'thriller']",['PA'],6.7,399.0,2.442,6.6
tm1179579,In Good Hands,MOVIE,2022-01-01,104,"['drama', 'romance', 'family', 'comedy']",['TR'],5.7,3225.0,9.245,6.8
ts319303,He's Expecting,SHOW,2022-01-01,26,"['comedy', 'drama', 'fantasy', 'romance']",['JP'],2.8,3252.0,8.272,4.7
tm433048,This Is the Night,MOVIE,2021-01-01,100,"['drama', 'comedy']",['US'],5.4,760.0,7.859,6.2
tm1089558,Dwindle,MOVIE,2021-01-01,126,['comedy'],[],4.7,20.0,1.849,0.0
tm1178972,A Cowgirl's Song,MOVIE,2022-01-01,93,"['drama', 'music']",['US'],5.3,354.0,6.242,3.9
tm319224,The Loud House Movie,MOVIE,2021-01-01,83,"['comedy', 'fantasy', 'thriller', 'music', 'family', 'action', 'drama', 'animation']",['US'],6.1,2326.0,36.477,7.4
tm435087,Sodium Day,MOVIE,2022-01-01,100,"['comedy', 'drama']",['ZA'],6.5,77.0,2.384,0.0
tm1144693,The Trip 6,MOVIE,2021-01-01,97,['comedy'],['CO'],3.2,207.0,25.25,6.92
tm872108,A Week Away,MOVIE,2021-01-01,94,"['drama', 'family']",['US'],5.7,4937.0,17.521,6.944
tm904862,Just Say Yes,MOVIE,2021-01-01,97,"['comedy', 'romance']",['NL'],4.5,2046.0,15.137,6.5
ts313646,"Mom, Don't Do That!",SHOW,2022-01-01,54,"['comedy', 'drama', 'romance']",['TW'],6.1,259.0,9.283,8.263
tm1038857,Lady Boss: The Jackie Collins Story,MOVIE,2021-01-01,96,['documentation'],"['US', 'GB']",6.8,458.0,3.623,6.3
tm1067260,Tughlaq Durbar,MOVIE,2021-01-01,145,"['comedy', 'drama', 'thriller']",['IN'],5.3,1684.0,3.427,6.3
tm1143898,Jana Gana Mana,MOVIE,2022-01-01,162,"['drama', 'thriller', 'crime']",['IN'],8.3,14055.0,6.915,7.19
tm1064532,Deep,MOVIE,2021-01-01,101,"['scifi', 'drama', 'thriller']",['TH'],4.9,1599.0,23.531,6.3
tm1098514,The Falls,MOVIE,2021-01-01,129,['drama'],['TW'],7.0,1898.0,5.065,6.659
ts301964,Revelations: The Masters of the Universe: Revelation Aftershow,SHOW,2021-01-01,25,['action'],['US'],0.0,0.0,2.346,4.1
ts315549,Elite Short Stories: Samuel Omar,SHOW,2021-01-01,12,"['comedy', 'drama']",['ES'],6.1,748.0,18.306,6.676
tm1137797,137 Shots,MOVIE,2021-01-01,104,"['crime', 'documentation']",[],6.4,1039.0,2.793,6.5
tm1110205,This Is Not a Comedy,MOVIE,2021-01-01,105,"['drama', 'comedy']",['MX'],5.0,374.0,7.757,6.225
ts315990,Gymnastics Academy: A Second Chance!,SHOW,2022-01-01,26,"['drama', 'family', 'sport']",['AU'],6.4,185.0,6.811,8.3
tm816591,The Getaway King,MOVIE,2021-01-01,100,"['action', 'comedy', 'crime', 'drama']",['PL'],6.5,2390.0,6.618,6.639
ts308511,Back to 15,SHOW,2022-01-01,38,"['drama', 'comedy']",['BR'],6.7,862.0,5.421,6.396
ts361144,Off the Hook,SHOW,2022-01-01,33,"['comedy', 'romance']",['FR'],6.4,619.0,4.554,6.889
tm1049290,In for a Murder,MOVIE,2021-01-01,105,"['comedy', 'thriller', 'drama', 'scifi']",['PL'],5.4,1808.0,18.451,6.3
ts285470,Pet Stars,SHOW,2021-01-01,27,"['reality', 'family']",['US'],5.4,130.0,2.625,7.0
tm1054462,The Land,MOVIE,2021-01-01,103,"['drama', 'comedy']",['PL'],6.2,543.0,1.629,5.3
tm1047190,The Phantom,MOVIE,2021-01-01,81,"['documentation', 'crime']",['US'],6.5,866.0,4.512,5.9
ts61384,My Love: Six Stories of True Love,SHOW,2021-01-01,70,"['reality', 'documentation', 'romance']",['US'],7.4,315.0,3.949,3.5
tm1196455,The Photographer: Murder in Pinamar,MOVIE,2022-01-01,105,"['documentation', 'crime']",['AR'],6.7,629.0,13.79,7.7
tm1159300,Heart Shot,MOVIE,2022-01-01,18,"['romance', 'crime']",['US'],0.0,0.0,12.835,5.7
tm1049083,Trese After Dark,MOVIE,2021-01-01,36,['documentation'],['PH'],0.0,0.0,2.794,5.667
tm990972,The Last Paradiso,MOVIE,2021-01-01,107,"['drama', 'romance']",['IT'],5.7,1463.0,10.631,5.9
ts322267,The Big Shot Game Show,SHOW,2022-01-01,48,['reality'],['BR'],6.2,32.0,2.18,6.0
tm1207099,Jane Fonda & Lily Tomlin: Ladies Night Live,MOVIE,2022-01-01,60,"['comedy', 'documentation']",['US'],5.6,403.0,4.228,5.6
ts345976,The Boss Baby: Back in the Crib,SHOW,2022-01-01,24,"['comedy', 'animation', 'family', 'fantasy']",['US'],6.1,244.0,16.846,7.337
tm1108621,Yara,MOVIE,2021-01-01,96,"['crime', 'thriller', 'drama']",['IT'],6.2,4205.0,11.475,6.3
tm1081043,The Catholic School,MOVIE,2021-01-01,107,"['drama', 'documentation']",['IT'],5.7,2882.0,10.852,6.204
tm1200708,Diorama,MOVIE,2022-01-01,100,"['drama', 'romance']",['SE'],5.4,366.0,16.778,6.115
tm1212673,Joel Kim Booster: Psychosexual,MOVIE,2022-01-01,67,"['comedy', 'documentation']",[],5.9,518.0,3.069,6.5
ts272422,Buried by the Bernards,SHOW,2021-01-01,25,['reality'],['US'],7.2,367.0,2.861,6.875
tm1150800,Amandla,MOVIE,2022-01-01,106,"['drama', 'crime']","['ZA', 'CA']",5.6,425.0,2.846,5.8
tm1271910,Panayotis Pascot: Almost,MOVIE,2022-01-01,79,"['comedy', 'documentation']",['FR'],7.3,107.0,2.597,7.593
ts319460,Russell Howard: Lubricant,SHOW,2021-01-01,63,['comedy'],['GB'],7.1,923.0,1.476,4.5
tm982470,Stuck Apart,MOVIE,2021-01-01,96,"['comedy', 'drama']",['TR'],6.0,10926.0,7.403,6.1
ts328541,The Puppet Master: Hunting the Ultimate Conman,SHOW,2022-01-01,42,"['documentation', 'crime']",['GB'],6.9,7533.0,6.958,6.6
tm1120766,Angèle,MOVIE,2021-01-01,84,"['music', 'documentation']","['FR', 'BE']",7.0,582.0,6.127,7.1
tm996010,Still Out of My League,MOVIE,2021-01-01,113,"['romance', 'comedy', 'drama']",['IT'],5.6,912.0,18.664,6.6
tm1275378,The Action Pack Saves Christmas,MOVIE,2022-01-01,28,"['animation', 'family']",['US'],4.9,46.0,69.199,4.0
ts329854,Jump Like a Witch,SHOW,2022-01-01,92,['reality'],['KR'],0.0,0.0,3.027,3.5
tm1020701,La Vocera,MOVIE,2021-01-01,82,['documentation'],['MX'],7.1,64.0,2.408,6.5
tm1062350,Kedibone,MOVIE,2022-01-01,94,['drama'],['ZA'],4.4,197.0,2.01,5.0
tm1022912,One,MOVIE,2021-01-01,151,"['thriller', 'drama']",['IN'],6.5,2672.0,1.647,6.1
tm1136310,The Griot,MOVIE,2021-01-01,109,['drama'],[],7.2,29.0,1.406,2.0
tm984204,The Seventh Day,MOVIE,2021-01-01,87,['horror'],['US'],4.5,4924.0,30.587,5.4
tm1022103,Outlaws,MOVIE,2021-01-01,125,"['crime', 'action', 'thriller']",['ES'],6.9,4531.0,24.552,6.9
tm985550,Crazy About Her,MOVIE,2021-01-01,102,"['comedy', 'romance']",['ES'],6.6,5435.0,12.49,7.2
ts286218,The Rational Life,SHOW,2021-01-01,46,"['drama', 'romance']",['CN'],8.0,633.0,12.117,8.0
tm1171107,Surviving Paradise: A Family Tale,MOVIE,2022-01-01,78,['documentation'],"['GB', 'US']",7.5,740.0,20.05,6.9
tm1129217,Anonymously Yours,MOVIE,2021-01-01,101,"['drama', 'romance']",['MX'],5.7,2028.0,16.228,7.7
ts274575,How to Be A Cowboy,SHOW,2021-01-01,25,['reality'],['US'],7.4,171.0,3.013,6.0
tm469432,Hating Peter Tatchell,MOVIE,2021-01-01,91,['documentation'],"['GB', 'AU']",7.6,837.0,2.672,6.7
ts319608,The Family That Sings Together: The Camargos,SHOW,2021-01-01,47,"['reality', 'music']",['BR'],5.5,47.0,2.064,4.5
ts271593,Spycraft,SHOW,2021-01-01,34,['documentation'],['US'],6.7,2239.0,7.729,6.9
tm1146144,Nafsi,MOVIE,2021-01-01,137,['drama'],[],7.8,29.0,1.232,0.0
tm448707,CBI 5: The Brain,MOVIE,2022-01-01,163,"['thriller', 'crime']",['IN'],5.6,3369.0,4.831,5.333
tm1172666,Catherine Cohen: The Twist...? She's Gorgeous,MOVIE,2022-01-01,61,"['comedy', 'music', 'documentation']",[],5.4,293.0,4.567,6.8
tm1195032,Thar,MOVIE,2022-01-01,108,"['action', 'thriller', 'drama', 'western', 'crime']",['IN'],6.1,7477.0,4.046,6.3
tm1255628,Liss Pereira: Adulting,MOVIE,2022-01-01,63,['comedy'],['CO'],6.7,82.0,3.356,2.0
tm880822,Mobile Suit Gundam Hathaway,MOVIE,2021-01-01,96,"['drama', 'scifi', 'animation', 'action', 'romance']",['JP'],6.6,1625.0,55.672,7.4
ts331439,My Little Pony: Make Your Mark,SHOW,2022-01-01,36,"['comedy', 'scifi', 'fantasy', 'drama', 'animation', 'music', 'family']",['US'],6.0,304.0,55.008,8.778
ts322371,"Canto para no llorar, Arelys Henao",SHOW,2022-01-01,47,"['music', 'drama']",['CO'],7.5,66.0,32.406,2.0
tm1093287,The River Runner,MOVIE,2021-01-01,86,"['documentation', 'action']",[],6.9,1857.0,3.539,6.136
tm1068384,The Champion of Auschwitz,MOVIE,2021-01-01,91,"['drama', 'history', 'sport']",['PL'],6.7,1215.0,8.505,7.8
tm1201670,A Farewell to Ozark,MOVIE,2022-01-01,31,['documentation'],['US'],0.0,0.0,7.191,6.8
tm1128292,Michael Che: Shame the Devil,MOVIE,2021-01-01,58,['comedy'],[],6.5,1190.0,4.165,6.875
tm1116525,Just Short of Perfect,MOVIE,2021-01-01,94,"['comedy', 'romance']",['BR'],5.4,1142.0,8.391,6.206
tm1142517,The Witcher: Fireplace,MOVIE,2021-01-01,59,[],['US'],0.0,0.0,5.083,5.5
tm1042277,Sam Smith: Love Goes – Live at Abbey Road Studios,MOVIE,2021-01-01,61,"['music', 'documentation']",['US'],0.0,0.0,3.493,8.265
tm1259740,Buffoon,MOVIE,2022-01-01,119,"['drama', 'comedy']",['IN'],5.2,275.0,2.45,7.0
tm1207715,Larva Pendant,MOVIE,2022-01-01,33,"['comedy', 'family', 'animation']",[],0.0,0.0,48.07,7.19
tm519070,Desterro,MOVIE,2021-01-01,122,"['crime', 'drama']","['BR', 'PT', 'AR']",5.2,114.0,1.031,0.0
tm1118822,Sex: Unzipped,MOVIE,2021-01-01,59,"['comedy', 'documentation']",['US'],3.1,433.0,3.343,4.0
tm831387,What Happened to Mr Cha?,MOVIE,2021-01-01,102,"['comedy', 'drama']",['KR'],4.4,378.0,9.751,6.9
tm1102226,"My Brother, My Sister",MOVIE,2021-01-01,110,['drama'],['IT'],6.0,1056.0,8.694,6.5
tm1106900,A World Without,MOVIE,2021-01-01,106,"['thriller', 'drama', 'scifi']",['ID'],4.0,392.0,2.85,4.5
ts366982,The Nutty Boy,SHOW,2022-01-01,12,"['animation', 'family', 'comedy']",['BR'],8.3,34.0,15.418,6.6
tm1098060,Shadow Parties,MOVIE,2021-01-01,116,"['action', 'thriller']",['NG'],7.0,11.0,1.516,0.0
tm868441,Collision Course,MOVIE,2022-01-01,80,"['drama', 'action']","['GB', 'NG']",7.0,29.0,1.287,3.5
tm1207096,Snoop Dogg's F*cn Around Comedy Special,MOVIE,2022-01-01,67,"['comedy', 'music', 'documentation']",[],5.2,549.0,5.091,5.0
tm1191860,Oprah + Viola: A Netflix Special Event,MOVIE,2022-01-01,48,['documentation'],['US'],7.5,424.0,3.997,7.3
tm1028026,Irul,MOVIE,2021-01-01,91,['thriller'],['IN'],5.8,3317.0,3.991,5.7
ts315551,Elite Short Stories: Phillipe Caye Felipe,SHOW,2021-01-01,13,"['comedy', 'drama', 'romance']",['ES'],6.2,787.0,18.346,6.792
tm1202960,Chris Distefano: Speshy Weshy,MOVIE,2022-01-01,36,['comedy'],[],6.4,554.0,2.853,6.2
ts317064,Where Is Marta?,SHOW,2021-01-01,63,"['crime', 'thriller', 'documentation']",['ES'],6.8,1455.0,2.834,7.188
tm983730,Amy Tan: Unintended Memoir,MOVIE,2021-01-01,101,['documentation'],['US'],7.8,340.0,2.699,8.3
tm998544,Here and There,MOVIE,2021-01-01,98,"['romance', 'drama']",['PH'],6.7,63.0,2.555,4.8
tm1265920,The Lost Lotteries,MOVIE,2022-01-01,106,"['comedy', 'crime']",['TH'],5.4,242.0,75.113,6.0
tm1262291,Kumari,MOVIE,2022-01-01,137,"['thriller', 'horror']",[],6.4,1774.0,0.0,0.0
tm1015884,African America,MOVIE,2021-01-01,96,['drama'],['ZA'],5.6,72.0,1.896,2.0
tm1165244,Into the Wind,MOVIE,2022-01-01,108,"['drama', 'romance', 'sport', 'comedy']",['PL'],5.2,1030.0,10.896,5.3
tm863992,The Most Dangerous Man in Europe,MOVIE,2021-01-01,68,"['history', 'documentation', 'war']",['ES'],6.8,294.0,5.005,6.6
tm1003261,Nate Bargatze: The Greatest Average American,MOVIE,2021-01-01,61,"['documentation', 'comedy']",['US'],7.3,1590.0,4.931,7.1
tm1027639,Annaatthe,MOVIE,2021-01-01,163,"['action', 'drama', 'comedy']",['IN'],4.0,10077.0,4.887,5.8
ts302653,Light the Night,SHOW,2021-01-01,57,"['thriller', 'drama', 'crime']",['TW'],7.4,1248.0,14.902,8.611
tm993616,The Tambour of Retribution,MOVIE,2021-01-01,92,['drama'],['SA'],6.8,1095.0,1.439,7.0
tm1256987,Creedence Clearwater Revival (Travelin' Band) - Live at the Royal Albert Hall 1970,MOVIE,2022-01-01,109,"['music', 'documentation']",['GB'],7.5,829.0,6.92,5.9
ts317423,Love Never Lies,SHOW,2021-01-01,50,['reality'],['ES'],5.6,363.0,3.916,6.3
ts287729,Alma Matters: Inside the IIT Dream,SHOW,2021-01-01,49,"['drama', 'documentation']",['IN'],8.3,2388.0,3.052,7.25
tm1247272,Jogi,MOVIE,2022-01-01,116,"['crime', 'drama', 'thriller', 'history']",['IN'],7.2,5933.0,2.771,6.6
tm503797,Never Stop Dreaming: The Life and Legacy of Shimon Peres,MOVIE,2022-01-01,129,['documentation'],['US'],6.9,298.0,2.468,5.8
tm1011188,Meskina,MOVIE,2021-01-01,98,"['comedy', 'romance']",['NL'],5.6,1047.0,4.753,6.259
ts104362,Kid Cosmic,SHOW,2021-01-01,22,"['fantasy', 'scifi', 'animation', 'action', 'comedy', 'family']",['US'],7.9,1538.0,16.017,8.6
tm1055586,Lethal Love,MOVIE,2021-01-01,87,['thriller'],[],4.4,256.0,0.0,0.0
ts312324,L.O.L. Surprise! House of Surprises,SHOW,2021-01-01,0,['animation'],['US'],0.0,0.0,1.622,2.0
ts356275,Johnny Test,SHOW,2021-01-01,14,"['comedy', 'animation', 'family', 'scifi', 'action']",['US'],6.4,420.0,7.693,7.75
tm812916,The Stronghold,MOVIE,2021-01-01,105,"['action', 'crime', 'thriller', 'european']",['FR'],6.9,11477.0,36.607,7.4
tm960145,Spoiled Brats,MOVIE,2021-01-01,95,['comedy'],['FR'],6.0,6779.0,25.597,6.221
tm890013,Lulli,MOVIE,2021-01-01,90,"['comedy', 'romance']",['BR'],4.8,1619.0,11.867,5.861
tm1106551,One Night in Paris,MOVIE,2021-01-01,64,['comedy'],['FR'],4.6,91.0,4.89,5.4
tm1228963,Ranveer vs Wild with Bear Grylls,MOVIE,2022-01-01,70,"['action', 'family', 'documentation']",['IN'],6.6,4207.0,4.564,6.0
ts299321,Dogs in Space,SHOW,2021-01-01,22,"['action', 'scifi', 'comedy', 'animation', 'family', 'fantasy']",['US'],7.2,782.0,12.157,7.6
tm981676,Double Dad,MOVIE,2021-01-01,103,"['comedy', 'drama', 'family']",['BR'],5.6,1380.0,8.833,6.696
tm1031499,Get the Grift,MOVIE,2021-01-01,94,"['comedy', 'crime']",['BR'],5.3,815.0,7.97,6.454
ts14520,Action Pack,SHOW,2022-01-01,23,"['action', 'scifi', 'animation', 'comedy', 'family', 'fantasy']",['US'],6.6,110.0,6.027,8.2
tm1030071,Mandela,MOVIE,2021-01-01,140,"['drama', 'comedy']",['IN'],8.5,6430.0,4.407,7.1
tm990740,What Would Sophia Loren Do?,MOVIE,2021-01-01,33,['documentation'],['US'],0.0,0.0,3.198,6.705
ts244930,Angry Birds: Summer Madness,SHOW,2022-01-01,15,"['animation', 'action', 'comedy', 'family', 'fantasy']","['US', 'GB', 'FI', 'CA']",5.7,754.0,17.944,7.333
tm996755,Sinam,MOVIE,2022-01-01,18,"['drama', 'thriller', 'crime', 'action']",['IN'],7.9,14.0,1.4,2.0
tm980657,The Soul,MOVIE,2021-01-01,130,"['scifi', 'thriller', 'drama']","['TW', 'CN']",6.6,3037.0,7.467,7.3
tm1177620,The K.E.O.P/S System,MOVIE,2022-01-01,119,"['drama', 'thriller', 'comedy', 'action']",['AR'],5.8,237.0,4.721,5.9
tm1237553,Fenced In,MOVIE,2022-01-01,110,"['comedy', 'family', 'fantasy']",['BR'],4.4,585.0,19.439,6.0
tm1159627,"Mirror, Mirror",MOVIE,2022-01-01,79,['comedy'],['ES'],5.0,489.0,18.763,5.6
ts286632,Why Are You Like This?,SHOW,2021-01-01,24,['comedy'],['AU'],6.5,1754.0,2.107,7.222
tm1219787,Stand Out: An LGBTQ+ Celebration,MOVIE,2022-01-01,96,"['comedy', 'documentation']",[],6.1,815.0,5.374,5.6
ts282133,City of Ghosts,SHOW,2021-01-01,19,"['animation', 'drama']",['FR'],6.1,10.0,4.6,6.875
ts381916,Bad Guys,SHOW,2022-01-01,62,['drama'],['TH'],0.0,0.0,3.956,6.0
tm1068720,D.O.D.: Day of Destiny,MOVIE,2021-01-01,110,"['scifi', 'comedy', 'drama']",['NG'],5.3,49.0,3.492,2.0
ts257345,Wild Abandon,SHOW,2022-01-01,51,"['drama', 'comedy']",['TR'],7.1,5984.0,2.982,7.294
tm1049155,Bordertown: The Mural Murders,MOVIE,2021-01-01,107,"['crime', 'drama']",['FI'],6.3,2669.0,19.579,6.6
tm948681,Below Zero,MOVIE,2021-01-01,106,"['horror', 'thriller', 'action', 'crime', 'drama']",['ES'],6.2,20308.0,16.434,6.407
tm1106888,Meeting Point,MOVIE,2021-01-01,90,['drama'],['TR'],4.2,512.0,2.026,2.2
tm894254,Penguin Bloom,MOVIE,2021-01-01,95,['drama'],"['US', 'AU']",6.8,11097.0,12.491,7.1
tm1185568,Broken Idol: The Undoing of Diomedes Díaz,MOVIE,2022-01-01,102,"['documentation', 'crime']",['CO'],6.3,213.0,12.475,7.3
tm977620,Asakusa Kid,MOVIE,2021-01-01,123,['drama'],['JP'],7.1,1510.0,12.266,6.8
tm1074622,Cobra Kai - The Afterparty,MOVIE,2021-01-01,34,[],['US'],0.0,0.0,1.4,0.0
tm1001095,Roohi,MOVIE,2021-01-01,134,"['horror', 'comedy']",['IN'],4.3,10454.0,4.42,4.3
tm1195428,All About Gila,MOVIE,2022-01-01,76,['comedy'],[],4.2,104.0,2.338,5.7
tm1003376,Get the Goat,MOVIE,2021-01-01,97,"['action', 'comedy', 'crime']",['BR'],6.0,1877.0,12.124,6.8
ts304690,Remember You,SHOW,2021-01-01,67,"['crime', 'drama', 'action', 'romance']",['TH'],7.5,96.0,6.034,5.6
